Power-Bauch - Sud, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Power-Circuit-SZ, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Rudern-Wob, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Rückenschule-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Schach-Wob, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Schulung KL, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Selbstverteidigung für Frauen (Kurs) -Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Selbstverteidigung für Frauen (Workshop)-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Selbstverteidigung für Frauen-SUD, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Sportchanbara-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Square-Dance-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Standard- und Lateintanz-Sud, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Standard- und Lateintanz-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Swing (Lindy Hop)-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Taekwondo-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Tai Chi-WF, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Tennis-SUD, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Tennis-SZ, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Tennis-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Tischtennis-SUD, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Tischtennis-SZ, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Triathlon-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Voba N8-SZ, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Volleyball-SZ, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Volleyball-Sud, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Volleyball-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Volleyball-Wob, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Wandern-standortübergreifend, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Wasserski-SZ, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Wirbelsäulengymnastik-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Yo-Qi-Lates-Wf, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Yoga-SZ, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Yoga-Sud, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Yoga-WF, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Z-Fitness-BBP-Tae Bo-SZ, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Zumba-Sud, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
Zumba-WF, http://www.hochschulsport.ostfalia.de/angebote/aktueller_zeitraum/index.html
